"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Memento ",113,"Christopher Nolan",22000,"Callum Rennie",716,"Thomas Lennon",651,"Jorja Fox",379,274,2067,845580,1997,40000,"flashback|memory|murder|short term memory|telephone",0," Black and White","Mystery|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0209144/?ref_=fn_tt_tt_1",25530884,9e+06,8.5
"When the Game Stands Tall ",115,"Thomas Carter",49,"Jessie T. Usher",116,"Matthew Daddario",110,"Ser'Darius Blain",100,50,64,12596,525,0,"coach|high school football",0,"Color","Drama|Family|Sport",2014,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2247476/?ref_=fn_tt_tt_1",30127963,1.5e+07,6.7
"Anything Else ",108,"Woody Allen",11000,"Woody Allen",11000,"Stockard Channing",944,"Fisher Stevens",922,128,155,25165,14843,827,"love at first sight|new york city|sex|teacher|writer",2,"Color","Comedy|Romance",2003,"English","USA","R",2.35,"http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1",3203044,1.8e+07,6.4
"S.W.A.T. ",117,"Clark Johnson",69,"Jeremy Renner",10000,"Josh Charles",1000,"LL Cool J",1000,144,340,119807,14486,0,"hostage|police|prison|swat team|training",1,"Color","Action|Adventure|Crime|Thriller",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1",116643346,8e+07,6
"Never Back Down ",110,"Jeff Wadlow",65,"Djimon Hounsou",3000,"Neil Brown Jr.",427,"Leslie Hope",149,140,184,80556,4089,0,"club|fight|fighting|high school|mixed martial arts",1,"Color","Action|Drama|Sport",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1023111/?ref_=fn_tt_tt_1",24848292,2e+07,6.6
"Toy Story 3 ",103,"Lee Unkrich",125,"Tom Hanks",15000,"John Ratzenberger",1000,"Don Rickles",721,453,733,544884,19085,30000,"college|day care|escape|teddy bear|toy",3,"Color","Adventure|Animation|Comedy|Family|Fantasy",2010,"English","USA","G",1.85,"http://www.imdb.com/title/tt0435761/?ref_=fn_tt_tt_1",414984497,2e+08,8.3
"Go ",102,"Doug Liman",218,"Sarah Polley",900,"Jay Mohr",563,"Scott Wolf",376,137,418,59474,2475,0,"drug deal|drugs|sex|sex on stairs|strip club",3,"Color","Comedy|Crime",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0139239/?ref_=fn_tt_tt_1",16842303,6500000,7.3
"Side Effects ",106,"Steven Soderbergh",0,"Channing Tatum",17000,"David Costabile",681,"Katie Lowes",273,450,274,148327,18469,29000,"clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect",0,"Color","Crime|Drama|Thriller",2013,"English","USA","R",1.85,"http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1",32154410,3e+07,7.1
"Unforgiven ",131,"Clint Eastwood",16000,"Clint Eastwood",16000,"Morgan Freeman",11000,"Frances Fisher",638,131,495,277505,28544,10000,"englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave",1,"Color","Drama|Western",1992,"English","USA","R",2.35,"http://www.imdb.com/title/tt0105695/?ref_=fn_tt_tt_1",101157447,14400000,8.3
"The Passion of the Christ ",120,"Mel Gibson",0,"Christo Jivkov",260,"Maia Morgenstern",252,"Hristo Shopov",113,406,2814,179235,705,13000,"anti semitism|cult film|grindhouse|suffering|torture",0,"Color","Drama",2004,"Aramaic","USA","R",2.35,"http://www.imdb.com/title/tt0335345/?ref_=fn_tt_tt_1",499263,3e+07,7.1
"The Phantom of the Opera ",143,"Joel Schumacher",541,"Gerard Butler",18000,"Minnie Driver",893,"Miranda Richardson",530,153,2047,96654,20660,0,"based on stage musical based on novel|disfigurement|mask|opera|singer",0," Black and White","Drama|Musical|Romance|Thriller",2004,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0293508/?ref_=fn_tt_tt_1",51225796,7e+07,7.4
"Beyond the Valley of the Dolls ",109,"Russ Meyer",199,"Charles Napier",503,"Cynthia Myers",46,"Harrison Page",44,101,137,7584,731,0,"band|drugs|friendship|hollywood|satire",8,"Color","Comedy|Drama|Music",1970,"English","USA","X",2.35,"http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1",9000000,9e+05,6.2
"Mr. Peabody & Sherman ",92,"Rob Minkoff",50,"Ty Burrell",3000,"Zach Callison",1000,"Karan Brar",517,196,130,47900,5810,11000,"dog|father son relationship|inventor|talking dog|time travel",2,"Color","Adventure|Animation|Comedy|Family|Sci-Fi",2014,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0864835/?ref_=fn_tt_tt_1",111505642,1.45e+08,6.9
"Proof of Life ",135,"Taylor Hackford",138,"Pamela Reed",324,"Alun Armstrong",192,"Michael Kitchen",184,134,265,49300,1013,892,"jungle|pipeline|prisoner|ransom|south america",1,"Color","Action|Drama|Thriller",2000,"English","USA","R",2.35,"http://www.imdb.com/title/tt0228750/?ref_=fn_tt_tt_1",32598931,6.5e+07,6.2
"Bedazzled ",93,"Harold Ramis",11000,"Brendan Fraser",3000,"Frances O'Connor",575,"Brian Doyle-Murray",484,125,254,81888,5390,0,"contract|devil|dream|soul|wish",2,"Color","Comedy|Fantasy|Romance",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1",37879996,4.8e+07,6
"Happily N'Ever After ",75,"Paul Bolger",0,"Sarah Michelle Gellar",4000,"George Carlin",769,"Rob Paulsen",677,93,71,8693,6863,261,"apostrophe in title|cinderella|first of series|punctuation in title|three word title",3,"Color","Adventure|Animation|Comedy|Family|Fantasy",2006,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1",15519841,4.7e+07,4.5
"Fantastic Four ",100,"Josh Trank",128,"Tim Blake Nelson",596,"Reg E. Cathey",360,"Tim Heidecker",78,369,695,110486,1261,41000,"box office flop|critically bashed|portal|teleportation|troubled production",3,"Color","Action|Adventure|Sci-Fi",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1",56114221,1.2e+08,4.3
"A Nightmare on Elm Street ",101,"Wes Craven",0,"Johnny Depp",40000,"Lin Shaye",852,"Amanda Wyss",574,256,668,149285,42918,10000,"freddy krueger|lucid dream|serial killer|slasher|sleep deprivation",1,"Color","Horror",1984,"English","USA","X",1.85,"http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1",26505000,1800000,7.5
"Extract ",92,"Mike Judge",406,"J.K. Simmons",24000,"Mila Kunis",15000,"Clifton Collins Jr.",968,192,106,37530,41867,0,"freak accident|gigolo|hit in the crotch|nosy neighbor|on the job injury",6,"Color","Comedy|Crime|Romance",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1",10814185,8e+06,6.2
"Secret Window ",96,"David Koepp",192,"Johnny Depp",40000,"Charles S. Dutton",534,"Timothy Hutton",501,195,531,147504,41293,0,"adultery|extramarital affair|infidelity|unfaithfulness|writer",1,"Color","Mystery|Thriller",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0363988/?ref_=fn_tt_tt_1",47781388,4e+07,6.6
"Prince of Persia: The Sands of Time ",116,"Mike Newell",179,"Jake Gyllenhaal",15000,"Richard Coyle",567,"Reece Ritchie",236,306,453,222403,16149,23000,"alamut|dagger|king|persia|princess",2,"Color","Action|Adventure|Fantasy|Romance",2010,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0473075/?ref_=fn_tt_tt_1",90755643,2e+08,6.6
"Snow Day ",89,"Chris Koch",13,"Chris Elliott",571,"Mark Webber",442,"Jean Smart",329,42,91,9285,2241,0,"meteorologist|snow|snowed in|snowplow|weather",1,"Color","Adventure|Comedy|Family",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0184907/?ref_=fn_tt_tt_1",60008303,1.3e+07,4.9
"Flicka ",95,"Michael Mayer",15,"Alison Lohman",1000,"Danny Pino",786,"Tim McGraw",461,46,76,6095,3845,1000,"father son relationship|horse|horse ranch|ranch|wild mustang",0,"Color","Adventure|Drama|Family",2006,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1",20998709,1.5e+07,6.2
"The Perfect Storm ",130,"Wolfgang Petersen",249,"Karen Allen",784,"Mary Elizabeth Mastrantonio",638,"Bob Gunton",461,231,779,133076,2684,0,"death|fish|fishing|sea|storm",0,"Color","Action|Adventure|Drama|Thriller",2000,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0177971/?ref_=fn_tt_tt_1",182618434,1.4e+08,6.4
"I Served the King of England ",113,"Jirí Menzel",44,"Julia Jentsch",61,"Ivan Barnev",12,"Milan Lasica",4,99,27,6183,92,1000,"hotel|legs|lingerie|waiter|wealth",1,"Color","Comedy|Drama|Romance|War",2006,"Czech","Czech Republic","R",1.85,"http://www.imdb.com/title/tt0284363/?ref_=fn_tt_tt_1",617228,84450000,7.4
"Half Baked ",82,"Tamra Davis",33,"Dave Chappelle",744,"Harland Williams",503,"Clarence Williams III",475,40,164,48225,2400,0,"bail|diabetic|friend|jail|pharmaceutical lab",0,"Color","Comedy|Crime",1998,"English","USA","R",1.85,"http://www.imdb.com/title/tt0120693/?ref_=fn_tt_tt_1",17278980,8e+06,6.7
"The Triplets of Belleville ",80,"Sylvain Chomet",162,"Michel Robin",23,"Charles Linton",6,"Béatrice Bonifassi",0,167,312,42462,29,0,"belleville|dog|mafia|tour de france|very little dialogue",0,"Color","Animation|Comedy|Drama",2003,"French","France","PG-13",1.66,"http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1",7002255,9500000,7.8
"The Lord of the Rings: The Return of the King ",192,"Peter Jackson",0,"Orlando Bloom",5000,"Billy Boyd",857,"Bernard Hill",416,328,3189,1215718,6434,16000,"battle|epic|king|orc|ring",2,"Color","Action|Adventure|Drama|Fantasy",2003,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0167260/?ref_=fn_tt_tt_1",377019252,9.4e+07,8.9
"Radio Days ",88,"Woody Allen",11000,"Mike Starr",854,"Don Pardo",410,"Julie Kavner",233,64,91,24256,1653,0,"beach|cigarette girl|radio|woman holding a baby|working class",0,"Color","Comedy",1987,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0093818/?ref_=fn_tt_tt_1",14792779,1.6e+07,7.6
"Tea with Mussolini ",117,"Franco Zeffirelli",160,"Lily Tomlin",718,"Joan Plowright",330,"Paolo Seganti",55,62,157,9323,1148,970,"ambassador|american|art|english|italy",6,"Color","Comedy|Drama|War",1999,"English","Italy","PG",1.85,"http://www.imdb.com/title/tt0120857/?ref_=fn_tt_tt_1",14348123,1.2e+07,6.9
"Mary Reilly ",108,"Stephen Frears",350,"Julia Roberts",8000,"Bronagh Gallagher",115,"George Cole",77,46,97,11913,8349,616,"19th century|butler|housemaid|laboratory|servant",1,"Color","Drama|Horror|Romance|Thriller",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0117002/?ref_=fn_tt_tt_1",5600000,4.7e+07,5.8
"Lucky Break ",107,"Peter Cattaneo",11,"James Nesbitt",773,"Olivia Williams",766,"Peter McNamara",419,47,34,1940,2440,30,"escape|prison|prison escape|sadism|solitary confinement",0,"Color","Comedy|Crime|Romance",2001,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0246134/?ref_=fn_tt_tt_1",54606,6e+06,6.2
"The Perfect Host ",93,"Nick Tomnay",11,"David Hyde Pierce",443,"Clayne Crawford",298,"Nathaniel Parker",271,112,73,20176,1452,0,"arm tattoo|bank robbery|cauterizing a wound|dancing on a table|dinner party",1,"Color","Comedy|Crime|Thriller",2010,"English","USA","R",1.85,"http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1",48430,5e+05,6.8
"This Is 40 ",134,"Judd Apatow",0,"Charlyne Yi",529,"Maude Apatow",130,"Mackenzie Aladjem",120,285,248,104005,1050,18000,"40th birthday|aging|birthday|sex|viagra",2,"Color","Comedy",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1758830/?ref_=fn_tt_tt_1",67523385,3.5e+07,6.2
"Love in the Time of Cholera ",139,"Mike Newell",179,"Marcela Mar",267,"Giovanna Mezzogiorno",202,"Unax Ugalde",50,115,115,19114,538,0,"19th century|colombia|love|marriage|widow",0,"Color","Drama|Romance",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0484740/?ref_=fn_tt_tt_1",4584886,4.5e+07,6.4
"27 Dresses ",111,"Anne Fletcher",98,"Judy Greer",2000,"Bern Cohen",805,"Yetta Gottesman",71,175,154,124501,2978,0,"boss|bridesmaid|friend|love|wedding",1,"Color","Comedy|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0988595/?ref_=fn_tt_tt_1",76806312,3e+07,6.1
"Character ",122,"Mike van Diem",4,"Jan Decleir",25,"Fedja van Huêt",20,"Hans Kesting",3,54,68,9171,48,689,"bailiff|lawyer|office|police|school",1,"Color","Crime|Drama|Mystery",1997,"Dutch","Netherlands","R",1.85,"http://www.imdb.com/title/tt0119448/?ref_=fn_tt_tt_1",713413,4500000,7.8
"Zodiac ",162,"David Fincher",21000,"Robert Downey Jr.",21000,"Jake Gyllenhaal",15000,"Anthony Edwards",495,377,589,301279,36928,12000,"cartoonist|reporter|serial killer|zodiac|zodiac killer",0,"Color","Crime|Drama|History|Mystery|Thriller",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0443706/?ref_=fn_tt_tt_1",33048353,6.5e+07,7.7
"The Princess Diaries ",111,"Garry Marshall",0,"Anne Hathaway",11000,"Hector Elizondo",995,"Heather Matarazzo",529,108,301,94049,13645,0,"cinderella story|fish out of water|makeover|manners|princess",2,"Color","Comedy|Family|Romance",2001,"English","USA","G",1.85,"http://www.imdb.com/title/tt0247638/?ref_=fn_tt_tt_1",108244774,3.7e+07,6.2
"How the Grinch Stole Christmas ",110,"Ron Howard",2000,"Clint Howard",1000,"T.J. Thyne",722,"Molly Shannon",636,175,482,141414,4146,0,"box office hit|christmas|materialism|public humiliation|snowflake",0,"Color","Comedy|Family|Fantasy",2000,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0170016/?ref_=fn_tt_tt_1",260031035,1.23e+08,6
"The Cure ",111,"Kiyoshi Kurosawa",62,"Kôji Yakusho",89,"Anna Nakagawa",13,"Denden",6,78,50,6318,115,817,"breasts|interrogation|investigation|murder|watching television",0,"Color","Crime|Horror|Mystery|Thriller",1997,"Japanese","Japan","",1.85,"http://www.imdb.com/title/tt0123948/?ref_=fn_tt_tt_1",94596,1e+06,7.4
"Miss Potter ",88,"Chris Noonan",108,"Emily Watson",876,"Bill Paterson",142,"Lucy Boynton",135,124,142,23864,1518,0,"book|children|friend|illustrator|letter",1,"Color","Biography|Drama|Romance",2006,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0482546/?ref_=fn_tt_tt_1",2975649,3e+07,7
"Leaving Las Vegas ",111,"Mike Figgis",81,"Nicolas Cage",12000,"Valeria Golino",898,"Julian Sands",687,123,286,93894,14823,0,"alcoholic|bar|love|prostitute|sex",0,"Color","Drama|Romance",1995,"English","USA","R",1.66,"http://www.imdb.com/title/tt0113627/?ref_=fn_tt_tt_1",31968347,3600000,7.6
"The Manchurian Candidate ",129,"Jonathan Demme",438,"Denzel Washington",18000,"Dorian Missick",1000,"Jose Pablo Cantillo",502,209,363,86422,20056,0,"brainwashed assassin|conspiracy|critically acclaimed|mother son relationship|soldier",1,"Color","Drama|Mystery|Sci-Fi|Thriller",2004,"English","USA","R",1.85,"http://www.imdb.com/title/tt0368008/?ref_=fn_tt_tt_1",65948711,8e+07,6.6
"The Purge ",85,"James DeMonaco",65,"Rhys Wakefield",942,"Adelaide Kane",810,"Chris Mulkey",535,361,578,139329,3708,31000,"class differences|killing spree|one night|suburb|violence",0,"Color","Horror|Sci-Fi|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt2184339/?ref_=fn_tt_tt_1",64423650,3e+06,5.7
"Menace II Society ",97,"Albert Hughes",117,"Jada Pinkett Smith",851,"Larenz Tate",582,"Khandi Alexander",556,28,96,39508,3036,0,"1990s|escape|graduation|hustler|street",2,"Color","Crime|Drama|Thriller",1993,"English","USA","R",1.85,"http://www.imdb.com/title/tt0107554/?ref_=fn_tt_tt_1",27900000,3500000,7.5
"The Words ",102,"Brian Klugman",49,"J.K. Simmons",24000,"Bradley Cooper",14000,"Olivia Wilde",10000,216,130,59637,51355,21000,"american in paris|book|love|novel|writer",1,"Color","Drama|Mystery|Romance|Thriller",2012,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt1840417/?ref_=fn_tt_tt_1",11434867,6e+06,7.1
"Going the Distance ",102,"Nanette Burstein",8,"Rob Riggle",839,"Kelli Garner",730,"Jim Gaffigan",472,167,113,50523,2961,0,"bar|job|long distance relationship|male pubic hair|pubic hair",0,"Color","Comedy|Romance",2010,"English","USA","R",2.35,"http://www.imdb.com/title/tt1322312/?ref_=fn_tt_tt_1",17797316,3.2e+07,6.3
"Atlantis: The Lost Empire ",95,"Gary Trousdale",21,"Leonard Nimoy",12000,"Jim Varney",802,"Cree Summer",503,146,289,72591,15237,0,"atlantis|crew|expedition|journal|museum",0,"Color","Action|Adventure|Animation|Family|Fantasy|Sci-Fi",2001,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0230011/?ref_=fn_tt_tt_1",84037039,1.2e+08,6.8
"Instructions Not Included ",115,"Eugenio Derbez",399,"Eugenio Derbez",399,"Jessica Lindsey",89,"Hugo Stiglitz",83,41,81,22105,688,14000,"father daughter relationship",1,"Color","Comedy|Drama",2013,"Spanish","Mexico","PG-13",1.85,"http://www.imdb.com/title/tt2378281/?ref_=fn_tt_tt_1",44456509,5e+06,7.6
"Cats & Dogs: The Revenge of Kitty Galore ",82,"Brad Peyton",62,"Jack McBrayer",975,"Sean Hayes",760,"Katt Williams",615,91,63,10233,3326,0,"cartoon on tv|cat|dog|kitty|special agent",0,"Color","Action|Comedy|Family|Fantasy",2010,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1",43575716,8.5e+07,4.3
"2 Guns ",109,"Baltasar Kormákur",175,"Denzel Washington",18000,"Patrick Fischler",497,"Fred Ward",459,265,172,156898,20148,22000,"close up of breasts|female nudity|fugitive|money|undercover",1,"Color","Action|Comedy|Crime|Drama|Thriller",2013,"English","USA","R",2.35,"http://www.imdb.com/title/tt1272878/?ref_=fn_tt_tt_1",75573300,6.1e+07,6.7
"The Basket ",105,"Rich Cowan",7,"Eric Dane",2000,"Karen Allen",783,"Peter Coyote",548,14,38,449,3475,117,"basketball|german immigrant|opera|two word title|war orphan",2,"Color","Drama",1999,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1",609042,1300000,6.5
"Imagine Me & You ",90,"Ol Parker",21,"Celia Imrie",186,"Ben Miles",119,"Darren Boyd",112,85,149,23023,619,0,"florist|friend|friendship|lesbian|love",0,"Color","Comedy|Drama|Romance",2005,"English","UK","R",2.35,"http://www.imdb.com/title/tt0421994/?ref_=fn_tt_tt_1",671240,7900000,6.9
"The Interview ",112,"Evan Goldberg",133,"James Franco",11000,"Randall Park",392,"Anders Holm",365,293,835,247020,12239,50000,"assassination attempt|communist dictatorship|dictator|exploding helicopter|finger bitten off",4,"Color","Comedy",2014,"English","USA","R",2.35,"http://www.imdb.com/title/tt2788710/?ref_=fn_tt_tt_1",6105175,4.4e+07,6.6
"The Mexican ",123,"Gore Verbinski",563,"J.K. Simmons",24000,"Brad Pitt",11000,"Julia Roberts",8000,125,344,87351,43917,2000,"curse|hostage|mexico|pistol|vomiting",0,"Color","Adventure|Comedy|Crime|Romance",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0236493/?ref_=fn_tt_tt_1",66808615,3.4e+07,6.1
"The Guilt Trip ",95,"Anne Fletcher",98,"Miriam Margolyes",405,"Tom Virtue",358,"Julene Renee",78,147,103,30394,1070,0,"cross country|love|mother son relationship|on the road|trip",1,"Color","Comedy|Drama",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1694020/?ref_=fn_tt_tt_1",37101011,4e+07,5.8
"Skyfall ",143,"Sam Mendes",0,"Albert Finney",883,"Helen McCrory",563,"Rory Kinnear",393,750,1498,522030,2039,80000,"brawl|childhood home|computer cracker|intelligence agency|terrorist cell",0,"Color","Action|Adventure|Thriller",2012,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt1074638/?ref_=fn_tt_tt_1",304360277,2e+08,7.8
"The Proposal ",108,"Anne Fletcher",98,"Ryan Reynolds",16000,"Denis O'Hare",896,"Craig T. Nelson",723,224,273,227824,18656,10000,"alaska|deportation|father son relationship|male objectification|sitka alaska",1,"Color","Comedy|Drama|Romance",2009,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1041829/?ref_=fn_tt_tt_1",163947053,4e+07,6.7
"Filly Brown ",80,"Youssef Delara",8,"Noel Gugliemi",2000,"Jenni Rivera",245,"Jorge Diaz",183,16,11,910,2459,0,"",1,"Color","Drama|Music",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1",2833383,427000,5.7
"The Full Monty ",91,"Peter Cattaneo",11,"Tom Wilkinson",1000,"Mark Addy",891,"Lesley Sharp",121,122,174,82232,2323,0,"dole|male stripper|northern england|steel worker|unemployment",3,"Color","Comedy|Drama|Music",1997,"English","UK","R",1.85,"http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1",45857453,3500000,7.2
"Yes ",100,"Sally Potter",87,"Shirley Henderson",887,"Joan Allen",805,"Stephanie Leonidas",420,76,48,2725,2721,305,"beach|lebanese|loss|muslim|restaurant",0,"Color","Drama|Romance",2004,"English","UK","R",1.85,"http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1",396035,1e+06,6.9
"Boat Trip ",97,"Mort Nathan",2,"Vivica A. Fox",890,"Lin Shaye",852,"Bob Gunton",461,63,132,26598,3161,1000,"gay|hot air balloon|rejecting a marriage proposal|talking to a dog|vomiting on someone",4,"Color","Comedy",2002,"English","USA","R",1.85,"http://www.imdb.com/title/tt0285462/?ref_=fn_tt_tt_1",8586376,2e+07,4.9
"Blindness ",121,"Fernando Meirelles",353,"Don McKellar",45,"Joe Pingue",30,"Yûsuke Iseya",18,229,300,59462,142,0,"blindness|epidemic|hospital|pubic hair|quarantine",0,"Color","Drama|Mystery|Sci-Fi|Thriller",2008,"English","Canada","R",1.85,"http://www.imdb.com/title/tt0861689/?ref_=fn_tt_tt_1",3073392,2.5e+07,6.6
